condition,arm,phase,online_step,mean,ci_lo,ci_hi,n_seeds,in_band
dreamer_local,human,placed_v2,750000,0.7259890050843928,0.5470657276995305,0.9,4,True
dreamer_local,human,placed_v2,800000,0.8566998341625207,0.7733665008291875,0.9166666666666667,4,True
dreamer_local,human,placed_v2,850000,0.8399352267065272,0.8,0.8798704534130544,4,True
dreamer_local,human,placed_v2,900000,0.7833333333333334,0.6583333333333333,0.8583333333333334,4,True
dreamer_local,human,placed_v2,950000,0.8900395778364115,0.8500000000000001,0.9233729111697451,4,True
dreamer_local,machine,placed_v2,50000,0.0,0.0,0.0,4,True
dreamer_local,machine,placed_v2,100000,0.0,0.0,0.0,4,True
dreamer_local,machine,placed_v2,150000,0.008333333333333333,0.0,0.025,4,True
dreamer_local,machine,placed_v2,200000,0.24392194497760716,0.18333333333333332,0.3189219449776071,4,True
dreamer_local,machine,placed_v2,250000,0.24721886338980373,0.10860853611432984,0.3725996922027194,4,True
dreamer_local,machine,placed_v2,300000,0.2218584656084656,0.049999999999999996,0.5322420634920635,4,True
dreamer_local,machine,placed_v2,350000,0.5471545637055576,0.49964926346553684,0.6262751436781608,4,True
dreamer_local,machine,placed_v2,400000,0.5279257228411596,0.29491141326740833,0.7609400324149109,4,True
dreamer_local,machine,placed_v2,450000,0.590448343079922,0.38089668615984407,0.8,4,True
dreamer_local,machine,placed_v2,500000,0.5565492620579113,0.36309852411582255,0.75,4,True
dreamer_local,machine,placed_v2,550000,0.9265201465201465,0.8878937728937729,0.9583333333333334,4,True
dreamer_local,machine,placed_v2,600000,0.6583333333333333,0.55,0.7583333333333333,4,True
dreamer_local,machine,placed_v2,650000,0.8198427672955975,0.79,0.849685534591195,4,True
dreamer_local,machine,placed_v2,700000,0.6599760464933637,0.5387605042016806,0.811046918767507,4,True
dreamer_local,machine,placed_v2,750000,0.8294925588281128,0.6946370967741935,0.9292270531400966,4,True
dreamer_local,machine,placed_v2,800000,0.625,0.3166666666666667,0.8583333333333334,4,True
dreamer_local,machine,placed_v2,850000,0.8875356887937188,0.8500000000000001,0.9208690221270521,4,True
dreamer_local,machine,placed_v2,900000,0.7176178054126168,0.4827776586620926,0.9117424242424244,4,True
dreamer_local,machine,placed_v2,950000,0.7878879175482519,0.6471355699431037,0.9332871720116618,4,True
dreamer_local,human,farside,50000,0.0,0.0,0.0,4,True
dreamer_local,human,farside,100000,0.0,0.0,0.0,4,True
dreamer_local,human,farside,150000,0.08333333333333333,0.0,0.2,4,True
dreamer_local,human,farside,200000,0.12916231278300244,0.008333333333333333,0.2833333333333333,4,True
dreamer_local,human,farside,250000,0.37517452006980806,0.09219022687609076,0.7416666666666667,4,True
dreamer_local,human,farside,300000,0.325,0.10833333333333334,0.5166666666666667,4,True
dreamer_local,human,farside,350000,0.6807739439401794,0.5382912550311014,0.7971314956374025,4,True
dreamer_local,human,farside,400000,0.36519735726814145,0.1970904678812509,0.5617808994300283,4,True
dreamer_local,human,farside,450000,0.7980451127819549,0.7147117794486215,0.8794235588972432,4,True
dreamer_local,human,farside,500000,0.8529454022988506,0.8171695402298851,0.9083333333333334,4,True
dreamer_local,human,farside,550000,0.7192890442890443,0.4495337995337995,0.8833333333333333,4,True
dreamer_local,human,farside,600000,0.9083333333333333,0.8666666666666667,0.9666666666666667,4,True
dreamer_local,human,farside,650000,0.775,0.6333333333333333,0.8500000000000001,4,True
dreamer_local,human,farside,700000,0.9043658088235295,0.8543658088235295,0.9500000000000001,4,True
dreamer_local,human,farside,750000,0.7259890050843928,0.5470657276995305,0.9,4,True
dreamer_local,human,farside,800000,0.8233665008291874,0.6983665008291874,0.8967330016583748,4,True
dreamer_local,human,farside,850000,0.8066018933731938,0.75,0.8732685600398605,4,True
dreamer_local,human,farside,900000,0.7672658746700014,0.6583333333333333,0.8500000000000001,4,True
dreamer_local,human,farside,950000,0.8900395778364115,0.8500000000000001,0.9233729111697451,4,True
dreamer_local,machine,farside,50000,0.0,0.0,0.0,4,True
dreamer_local,machine,farside,100000,0.0,0.0,0.0,4,True
dreamer_local,machine,farside,150000,0.008333333333333333,0.0,0.025,4,True
dreamer_local,machine,farside,200000,0.21058861164427384,0.15,0.2916666666666667,4,True
dreamer_local,machine,farside,250000,0.20286088673610722,0.09194186944766318,0.28388373889532637,4,True
dreamer_local,machine,farside,300000,0.1968584656084656,0.016666666666666666,0.5239087301587302,4,True
dreamer_local,machine,farside,350000,0.5388212303722243,0.476311729469945,0.626275143678161,4,True
dreamer_local,machine,farside,400000,0.511259056174493,0.29491141326740833,0.7474557066337042,4,True
dreamer_local,machine,farside,450000,0.5821150097465887,0.3642300194931774,0.8,4,True
dreamer_local,machine,farside,500000,0.548215928724578,0.3464318574491559,0.75,4,True
dreamer_local,machine,farside,550000,0.9098534798534799,0.837893772893773,0.9583333333333333,4,True
dreamer_local,machine,farside,600000,0.5416666666666666,0.36666666666666664,0.7166666666666667,4,True
dreamer_local,machine,farside,650000,0.8115094339622642,0.7683333333333333,0.849685534591195,4,True
dreamer_local,machine,farside,700000,0.618309379826697,0.4554271708683474,0.8,4,True
dreamer_local,machine,farside,750000,0.7874769073898725,0.6457267616396485,0.9292270531400967,4,True
dreamer_local,machine,farside,800000,0.5832638760264247,0.3164582947459406,0.8500000000000001,4,True
dreamer_local,machine,farside,850000,0.8708690221270521,0.8250000000000001,0.9166666666666667,4,True
dreamer_local,machine,farside,900000,0.6509511387459501,0.3901598532494759,0.9117424242424244,4,True
dreamer_local,machine,farside,950000,0.6333333333333333,0.35,0.9166666666666667,4,True
dreamer_local,human,slide_event,50000,0.0,0.0,0.0,4,True
dreamer_local,human,slide_event,100000,0.0,0.0,0.0,4,True
dreamer_local,human,slide_event,150000,0.008333333333333333,0.0,0.025,4,True
dreamer_local,human,slide_event,200000,0.058333333333333334,0.0,0.15000000000000002,4,True
dreamer_local,human,slide_event,250000,0.11709823482934367,0.0003490401396160558,0.27594566434841494,4,True
dreamer_local,human,slide_event,300000,0.09743395272405511,0.0,0.21730185817216535,4,True
dreamer_local,human,slide_event,350000,0.45953968273274326,0.39774972557628974,0.5213296398891967,4,True
dreamer_local,human,slide_event,400000,0.25335928188297746,0.11182452944748028,0.38306950487099445,4,True
dreamer_local,human,slide_event,450000,0.5738886063790716,0.3074366471734893,0.7710374971244536,4,True
dreamer_local,human,slide_event,500000,0.675,0.5166666666666666,0.7666666666666667,4,True
dreamer_local,human,slide_event,550000,0.5112376586965988,0.3162004662004662,0.6953147884633837,4,True
dreamer_local,human,slide_event,600000,0.7175761354841543,0.5588021778584391,0.8763500931098698,4,True
dreamer_local,human,slide_event,650000,0.6018783288910536,0.5163544668587896,0.6874021909233177,4,True
dreamer_local,human,slide_event,700000,0.65,0.5916666666666667,0.6916666666666667,4,True
dreamer_local,human,slide_event,750000,0.5165822915793187,0.37099234752778965,0.6017874313589504,4,True
dreamer_local,human,slide_event,800000,0.6083333333333334,0.5166666666666666,0.7583333333333334,4,True
dreamer_local,human,slide_event,850000,0.5716904396355198,0.462298597966607,0.6451912568306011,4,True
dreamer_local,human,slide_event,900000,0.5359735242692261,0.38756800870511426,0.6536858974358974,4,True
dreamer_local,human,slide_event,950000,0.6567062445030782,0.4916666666666667,0.7867854001759015,4,True
dreamer_local,machine,slide_event,50000,0.0,0.0,0.0,4,True
dreamer_local,machine,slide_event,100000,0.0,0.0,0.0,4,True
dreamer_local,machine,slide_event,150000,0.008333333333333333,0.0,0.025,4,True
dreamer_local,machine,slide_event,200000,0.041666666666666664,0.008333333333333333,0.08333333333333334,4,True
dreamer_local,machine,slide_event,250000,0.13333333333333333,0.03333333333333333,0.23333333333333334,4,True
dreamer_local,machine,slide_event,300000,0.15519179894179894,0.0,0.46557539682539684,4,True
dreamer_local,machine,slide_event,350000,0.3735494880546075,0.175,0.55,4,True
dreamer_local,machine,slide_event,400000,0.3862590561744929,0.21412237330037082,0.5641223733003708,4,True
dreamer_local,machine,slide_event,450000,0.48716195810339624,0.24756335282651074,0.7267605633802817,4,True
dreamer_local,machine,slide_event,500000,0.39823088504844195,0.28308457711442786,0.5699414113642315,4,True
dreamer_local,machine,slide_event,550000,0.8431868131868132,0.7712271062271062,0.9083333333333334,4,True
dreamer_local,machine,slide_event,600000,0.4840140845070422,0.3,0.6680281690140845,4,True
dreamer_local,machine,slide_event,650000,0.6106578947368421,0.5733333333333333,0.6669736842105263,4,True
dreamer_local,machine,slide_event,700000,0.4916666666666667,0.36666666666666664,0.675,4,True
dreamer_local,machine,slide_event,750000,0.5892645417984748,0.3416666666666667,0.81256038647343,4,True
dreamer_local,machine,slide_event,800000,0.41368818582816635,0.16070970498966602,0.6666666666666666,4,True
dreamer_local,machine,slide_event,850000,0.4520026938698609,0.22280033840947544,0.6792023554603854,4,True
dreamer_local,machine,slide_event,900000,0.3818871449925262,0.11377428998505232,0.65,4,True
dreamer_local,machine,slide_event,950000,0.3648064867811393,0.03333333333333333,0.6962796402289453,4,True
dreamer_local,human,home,50000,0.0,0.0,0.0,4,True
dreamer_local,human,home,100000,0.0,0.0,0.0,4,True
dreamer_local,human,home,150000,0.0,0.0,0.0,4,True
dreamer_local,human,home,200000,0.041666666666666664,0.0,0.1,4,True
dreamer_local,human,home,250000,0.09209823482934368,0.0003490401396160558,0.22594566434841498,4,True
dreamer_local,human,home,300000,0.09743395272405511,0.0,0.21730185817216535,4,True
dreamer_local,human,home,350000,0.44287301606607654,0.38108305890962313,0.5189981532779316,4,True
dreamer_local,human,home,400000,0.2165347524354972,0.06666666666666667,0.36640283820432773,4,True
dreamer_local,human,home,450000,0.5488886063790717,0.28243664717348926,0.7444147405550914,4,True
dreamer_local,human,home,500000,0.6666666666666667,0.5083333333333333,0.7583333333333333,4,True
dreamer_local,human,home,550000,0.5067414251749416,0.3117042326788089,0.6953147884633837,4,True
dreamer_local,human,home,600000,0.7009094688174877,0.55,0.8430167597765363,4,True
dreamer_local,human,home,650000,0.585211662224387,0.5,0.6726138531477047,4,True
dreamer_local,human,home,700000,0.6209975795297371,0.5296594052558783,0.6666666666666666,4,True
dreamer_local,human,home,750000,0.5082489582459853,0.3459923475277897,0.6017874313589504,4,True
dreamer_local,human,home,800000,0.5720657276995306,0.4083333333333333,0.7495305164319249,4,True
dreamer_local,human,home,850000,0.5074281445535527,0.396537120079721,0.6183191690273844,4,True
dreamer_local,human,home,900000,0.5359735242692261,0.38756800870511426,0.6536858974358974,4,True
dreamer_local,human,home,950000,0.6400395778364116,0.41666666666666663,0.7800791556728233,4,True
dreamer_local,machine,home,50000,0.0,0.0,0.0,4,True
dreamer_local,machine,home,100000,0.0,0.0,0.0,4,True
dreamer_local,machine,home,150000,0.0,0.0,0.0,4,True
dreamer_local,machine,home,200000,0.016666666666666666,0.0,0.03333333333333333,4,True
dreamer_local,machine,home,250000,0.125,0.03333333333333333,0.21666666666666667,4,True
dreamer_local,machine,home,300000,0.15519179894179894,0.0,0.46557539682539684,4,True
dreamer_local,machine,home,350000,0.3485494880546075,0.16376564277588168,0.5333333333333333,4,True
dreamer_local,machine,home,400000,0.3391223733003708,0.2141223733003708,0.4583333333333333,4,True
dreamer_local,machine,home,450000,0.4549471497624996,0.24756335282651074,0.6623309466984885,4,True
dreamer_local,machine,home,500000,0.3565642183817753,0.2498756218905473,0.5367324561403508,4,True
dreamer_local,machine,home,550000,0.8348534798534798,0.7462271062271061,0.9083333333333334,4,True
dreamer_local,machine,home,600000,0.4591646869166808,0.2833333333333333,0.6349960405000282,4,True
dreamer_local,machine,home,650000,0.6106578947368421,0.5733333333333333,0.6669736842105263,4,True
dreamer_local,machine,home,700000,0.4833333333333334,0.35,0.6672916666666633,4,True
dreamer_local,machine,home,750000,0.5892645417984748,0.3416666666666667,0.81256038647343,4,True
dreamer_local,machine,home,800000,0.40535485249483294,0.16070970498966602,0.6499999999999999,4,True
dreamer_local,machine,home,850000,0.4436693605365276,0.21446700507614214,0.6792023554603855,4,True
dreamer_local,machine,home,900000,0.36522047832585947,0.08044095665171898,0.65,4,True
dreamer_local,machine,home,950000,0.3398064867811393,0.03333333333333333,0.6462796402289452,4,True
dreamer_local,human,tipped,50000,0.10833333333333334,0.08333333333333333,0.13333333333333333,4,True
dreamer_local,human,tipped,100000,0.10833333333333334,0.041666666666666664,0.16666666666666666,4,True
dreamer_local,human,tipped,150000,0.33205270972531553,0.15,0.514105419450631,4,True
dreamer_local,human,tipped,200000,0.4522123015873015,0.2123611111111111,0.692063492063492,4,True
dreamer_local,human,tipped,250000,0.5915289762126865,0.5335720486111111,0.649485903814262,4,True
dreamer_local,human,tipped,300000,0.2682745098039216,0.16666666666666666,0.4416666666666667,4,True
dreamer_local,human,tipped,350000,0.3761251372118551,0.2833333333333333,0.46891694109037685,4,True
dreamer_local,human,tipped,400000,0.36183907278663097,0.2236490588949605,0.5368245294474803,4,True
dreamer_local,human,tipped,450000,0.2988243757542003,0.13724310776942356,0.5508966861598441,4,True
dreamer_local,human,tipped,500000,0.24166666666666667,0.125,0.4166666666666667,4,True
dreamer_local,human,tipped,550000,0.289044289044289,0.11666666666666667,0.5504662004662004,4,True
dreamer_local,human,tipped,600000,0.1,0.03333333333333333,0.16666666666666666,4,True
dreamer_local,human,tipped,650000,0.25833333333333336,0.15833333333333333,0.4,4,True
dreamer_local,human,tipped,700000,0.10833333333333334,0.06666666666666667,0.15,4,True
dreamer_local,human,tipped,750000,0.10636623748211732,0.025,0.19409871244635193,4,True
dreamer_local,human,tipped,800000,0.20293427230046948,0.12253521126760564,0.33333333333333337,4,True
dreamer_local,human,tipped,850000,0.2576604017087734,0.16352765321375184,0.39278688524590166,4,True
dreamer_local,human,tipped,900000,0.24166666666666667,0.15,0.3416666666666667,4,True
dreamer_local,human,tipped,950000,0.15996042216358838,0.11666666666666667,0.2182937554969217,4,True
dreamer_local,machine,tipped,50000,0.075,0.03333333333333333,0.13333333333333333,4,True
dreamer_local,machine,tipped,100000,0.13333333333333333,0.049999999999999996,0.26666666666666666,4,True
dreamer_local,machine,tipped,150000,0.23605555555555555,0.15544444444444444,0.31666666666666665,4,True
dreamer_local,machine,tipped,200000,0.36564570766791205,0.3208999524093177,0.41383098757371245,4,True
dreamer_local,machine,tipped,250000,0.24139146388567012,0.13333333333333333,0.3575077249903438,4,True
dreamer_local,machine,tipped,300000,0.15833333333333335,0.11666666666666667,0.2,4,True
dreamer_local,machine,tipped,350000,0.20960847701149427,0.09999999999999999,0.34549209770114947,4,True
dreamer_local,machine,tipped,400000,0.27384626691118885,0.14096621343222085,0.36036194112998216,4,True
dreamer_local,machine,tipped,450000,0.13550119331742244,0.08333333333333333,0.18983691328560065,4,True
dreamer_local,machine,tipped,500000,0.30667364016736404,0.2483403068340307,0.39166666666666666,4,True
dreamer_local,machine,tipped,550000,0.07347985347985347,0.04166666666666667,0.11210622710622709,4,True
dreamer_local,machine,tipped,600000,0.2581827309236948,0.18333333333333332,0.37454819277108437,4,True
dreamer_local,machine,tipped,650000,0.18,0.13333333333333333,0.22666666666666668,4,True
dreamer_local,machine,tipped,700000,0.2850337731816943,0.18061974789915963,0.35655576983082127,4,True
dreamer_local,machine,tipped,750000,0.1351209677419355,0.06666666666666667,0.20536290322580644,4,True
dreamer_local,machine,tipped,800000,0.20833333333333331,0.10833333333333332,0.31666666666666665,4,True
dreamer_local,machine,tipped,850000,0.12079764453961457,0.07913097787294789,0.175,4,True
dreamer_local,machine,tipped,900000,0.25246212121212125,0.06666666666666667,0.5916666666666667,4,True
dreamer_local,machine,tipped,950000,0.18333333333333332,0.08333333333333333,0.26666666666666666,4,True
dreamer_cluster,human,picked,50000,0.0,0.0,0.0,12,True
dreamer_cluster,human,picked,100000,0.011111111111111112,0.0,0.030555555555555558,12,True
dreamer_cluster,human,picked,150000,0.17357981931927727,0.06370560961410512,0.29073504752352336,12,True
dreamer_cluster,human,picked,200000,0.32192630667486416,0.1974667020999823,0.4508619062881093,12,True
dreamer_cluster,human,picked,250000,0.611333482004269,0.4985460622821806,0.7126486698293701,12,True
dreamer_cluster,human,picked,300000,0.5642071699412172,0.3856440044786487,0.7339447433916134,12,True
dreamer_cluster,human,picked,350000,0.8033126340909273,0.6490649091805814,0.912786349140731,12,True
dreamer_cluster,human,picked,400000,0.8319268951727059,0.7025592661526858,0.9406052105805892,12,True
dreamer_cluster,human,picked,450000,0.8976245014592722,0.8345284947949861,0.9468331363278173,12,True
dreamer_cluster,human,picked,500000,0.904558860441767,0.836895498661312,0.9535621653279787,12,True
dreamer_cluster,human,picked,550000,0.8487611304684476,0.7055245838172668,0.951569879984514,12,True
dreamer_cluster,human,picked,600000,0.9222260298442353,0.8435088976135142,0.9750236742424242,12,True
dreamer_cluster,human,picked,650000,0.9099411736213087,0.8337482810970387,0.9628180066079295,12,True
dreamer_cluster,human,picked,700000,0.9317435359888191,0.8884573724668064,0.9611111111111111,12,True
dreamer_cluster,human,picked,750000,0.9520978543118764,0.9333333333333335,0.9694444444444446,12,True
dreamer_cluster,human,picked,800000,0.9171384880621586,0.8453621299454545,0.97583948307792,12,True
dreamer_cluster,human,picked,850000,0.9525636574074073,0.9305555555555557,0.9720081018518519,12,True
dreamer_cluster,human,picked,900000,0.8933859068939202,0.7829354984595381,0.9611111111111111,12,True
dreamer_cluster,human,picked,950000,0.9645734088665723,0.9423511866443501,0.9840178533110168,12,True
dreamer_cluster,human,picked,1000000,0.9477832965415747,0.925,0.9705665930831494,8,True
dreamer_cluster,human,picked,1050000,0.9291666666666667,0.8583333333333333,0.9791666666666667,8,True
dreamer_cluster,human,picked,1100000,0.9541666666666666,0.9333333333333333,0.9751041666666662,8,True
dreamer_cluster,human,picked,1150000,0.9273912584459458,0.8999999999999999,0.9565579251126126,8,True
dreamer_cluster,human,picked,1200000,0.9708333333333333,0.9458333333333333,0.9916666666666667,8,True
dreamer_cluster,human,picked,1250000,0.9625,0.9291666666666667,0.9875,8,True
dreamer_cluster,human,picked,1300000,0.9474808626449783,0.9154294793207028,0.9791666666666667,8,True
dreamer_cluster,human,picked,1350000,0.9125,0.825,0.9708333333333334,8,True
dreamer_cluster,human,picked,1400000,0.9416666666666667,0.9125000000000001,0.9666666666666667,8,True
dreamer_cluster,human,picked,1450000,0.9666666666666667,0.9458333333333333,0.9875,8,True
dreamer_cluster,human,picked,1500000,0.9658966461327858,0.9492299794661191,0.9833333333333334,8,True
dreamer_cluster,human,picked,1550000,0.9333333333333333,0.8791666666666667,0.9833333333333334,8,True
dreamer_cluster,human,picked,1600000,0.9833333333333334,0.9708333333333334,0.9958333333333333,8,True
dreamer_cluster,human,picked,1650000,0.9315614652770687,0.9065614652770688,0.9583333333333333,8,True
dreamer_cluster,human,picked,1700000,0.9743078175895765,0.9541666666666666,0.9909917888165037,8,True
dreamer_cluster,human,picked,1750000,0.9791666666666667,0.9624999999999999,0.9958333333333333,8,True
dreamer_cluster,human,picked,1800000,0.9708333333333334,0.9458333333333333,0.9916666666666667,8,True
dreamer_cluster,human,picked,1850000,0.9708333333333333,0.9416666666666667,0.9916666666666667,8,True
dreamer_cluster,human,picked,1900000,0.9666666666666667,0.95,0.9833333333333334,8,True
dreamer_cluster,human,picked,1950000,0.9875,0.9708333333333333,1.0,8,True
dreamer_cluster,machine,picked,50000,0.0,0.0,0.0,12,True
dreamer_cluster,machine,picked,100000,0.03888888888888889,0.013888888888888888,0.06666666666666667,12,True
dreamer_cluster,machine,picked,150000,0.1499531544876851,0.06897266526523284,0.2538511555669793,12,True
dreamer_cluster,machine,picked,200000,0.17767900691444924,0.08611098057644109,0.2709727600250626,12,True
dreamer_cluster,machine,picked,250000,0.3866488971095538,0.2557644665340598,0.5052704003908097,12,True
dreamer_cluster,machine,picked,300000,0.5324013034997223,0.3798901073606,0.6806853268042561,12,True
dreamer_cluster,machine,picked,350000,0.7339939089899093,0.6034059542534972,0.8544575866979183,12,True
dreamer_cluster,machine,picked,400000,0.7059435392148353,0.5836617201365552,0.8298520678369967,12,True
dreamer_cluster,machine,picked,450000,0.8928844615681069,0.802336361417288,0.9638888888888889,12,True
dreamer_cluster,machine,picked,500000,0.9160062236149193,0.8500000000000001,0.9702574041432739,12,True
dreamer_cluster,machine,picked,550000,0.8989691285145831,0.779191946521492,0.9777777777777779,12,True
dreamer_cluster,machine,picked,600000,0.9085315143266234,0.831898039015573,0.958706264838267,12,True
dreamer_cluster,machine,picked,650000,0.9437839129362436,0.9171835521542243,0.9681952044383646,12,True
dreamer_cluster,machine,picked,700000,0.9489495798319328,0.9228991596638657,0.9722222222222222,12,True
dreamer_cluster,machine,picked,750000,0.9555555555555556,0.9305555555555557,0.9750000000000001,12,True
dreamer_cluster,machine,picked,800000,0.9580769269054868,0.9286351731593371,0.9816328665594867,12,True
dreamer_cluster,machine,picked,850000,0.9694444444444444,0.9500000000000001,0.9861111111111112,12,True
dreamer_cluster,machine,picked,900000,0.9513113695090439,0.926311369509044,0.9763113695090441,12,True
dreamer_cluster,machine,picked,950000,0.9456883828800339,0.9191545435378453,0.9694444444444444,12,True
dreamer_cluster,machine,picked,1000000,0.9674198042005216,0.9456308296514482,0.9875,8,True
dreamer_cluster,machine,picked,1050000,0.9708333333333334,0.9458333333333333,0.9916666666666667,8,True
dreamer_cluster,machine,picked,1100000,0.9692393378226711,0.9368987864758698,0.9922479377104377,8,True
dreamer_cluster,machine,picked,1150000,0.9689138576779026,0.9375,0.9942415730337079,8,True
dreamer_cluster,machine,picked,1200000,0.9583333333333334,0.9166666666666667,0.9875,8,True
dreamer_cluster,machine,picked,1250000,0.9624999999999999,0.9375,0.9875,8,True
dreamer_cluster,machine,picked,1300000,0.958335539085936,0.9375,0.9791710781718723,8,True
dreamer_cluster,machine,picked,1350000,0.9791666666666667,0.9583333333333333,1.0,8,True
dreamer_cluster,machine,picked,1400000,0.9434483726150393,0.922615039281706,0.9624999999999999,8,True
dreamer_cluster,machine,picked,1450000,0.95,0.925,0.9791666666666666,8,True
dreamer_cluster,machine,picked,1500000,0.974296265328874,0.9500000000000001,0.9937221293199554,8,True
dreamer_cluster,machine,picked,1550000,0.9583333333333333,0.9333333333333333,0.9833333333333334,8,True
dreamer_cluster,machine,picked,1600000,0.9657013809557808,0.9333543064876957,0.991687639821029,8,True
dreamer_cluster,machine,picked,1650000,0.9214255401234568,0.8226099537037037,0.9875,8,True
dreamer_cluster,machine,picked,1700000,0.9416666666666667,0.9,0.9750000000000001,8,True
dreamer_cluster,machine,picked,1750000,0.9491618217054263,0.9166666666666667,0.9783284883720931,8,True
dreamer_cluster,machine,picked,1800000,0.9625,0.9208333333333334,0.9916666666666667,8,True
dreamer_cluster,machine,picked,1850000,0.9291666666666667,0.8875,0.9583333333333333,8,True
dreamer_cluster,machine,picked,1900000,0.9583333333333333,0.9333333333333333,0.9833333333333334,8,True
dreamer_cluster,machine,picked,1950000,0.9166666666666667,0.875,0.95,8,True
dreamer_cluster,planner72,picked,50000,0.0047619047619047615,0.0,0.014285714285714287,7,True
dreamer_cluster,planner72,picked,100000,0.0,0.0,0.0,7,True
dreamer_cluster,planner72,picked,150000,0.0047619047619047615,0.0,0.014285714285714287,7,True
dreamer_cluster,planner72,picked,200000,0.028571428571428574,0.0047619047619047615,0.05714285714285715,7,True
